날짜,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2007/08/06,"1,855.05",-21.75,-1.16,"1,832.54","1,855.36","1,829.22","325,170","5,105,465","922,288,882"
2007/08/03,"1,876.80",23.73,1.28,"1,875.07","1,890.63","1,865.75","350,261","5,883,600","933,494,966"
2007/08/02,"1,853.07",-3.38,-0.18,"1,874.98","1,890.81","1,810.62","371,814","6,901,889","921,501,241"
2007/08/01,"1,856.45",-76.82,-3.97,"1,920.07","1,920.07","1,836.28","389,622","8,152,282","923,182,724"
2007/07/31,"1,933.27",26.56,1.39,"1,915.45","1,933.27","1,899.56","373,768","6,763,413","961,205,968"
2007/07/30,"1,906.71",23.49,1.25,"1,874.08","1,906.71","1,859.12","386,209","6,709,263","948,229,021"
2007/07/27,"1,883.22",-80.32,-4.09,"1,924.01","1,924.11","1,863.39","517,224","9,264,955","936,695,400"
2007/07/26,"1,963.54",-40.68,-2.03,"2,012.04","2,015.48","1,963.46","617,007","9,324,396","976,275,717"
2007/07/25,"2,004.22",11.96,0.60,"1,992.16","2,011.17","1,962.16","588,350","8,733,848","996,520,178"
2007/07/24,"1,992.26",-0.79,-0.04,"2,001.52","2,005.02","1,975.75","589,377","8,341,427","985,856,565"
2007/07/23,"1,993.05",9.51,0.48,"1,978.05","1,993.97","1,968.55","538,578","8,115,959","986,403,775"
2007/07/20,"1,983.54",45.64,2.36,"1,949.50","1,983.54","1,939.69","638,754","8,173,141","981,677,342"
2007/07/19,"1,937.90",7.20,0.37,"1,935.10","1,950.86","1,922.14","586,289","7,064,338","959,077,634"
2007/07/18,"1,930.70",-18.81,-0.96,"1,953.25","1,956.82","1,930.51","634,998","8,563,814","955,874,803"
2007/07/16,"1,949.51",-13.42,-0.68,"1,965.66","1,972.33","1,932.86","519,502","7,897,543","965,372,218"
2007/07/13,"1,962.93",53.18,2.78,"1,946.08","1,962.94","1,941.55","507,569","9,444,156","972,432,751"
2007/07/12,"1,909.75",19.79,1.05,"1,897.59","1,922.25","1,897.59","445,537","7,069,439","945,854,541"
2007/07/11,"1,889.96",-4.57,-0.24,"1,880.71","1,904.35","1,875.43","473,883","6,425,137","935,996,129"
2007/07/10,"1,894.53",10.94,0.58,"1,887.35","1,895.98","1,881.36","406,270","6,499,679","938,214,632"
2007/07/09,"1,883.59",22.58,1.21,"1,870.35","1,890.83","1,865.79","430,588","7,122,457","933,302,730"
2007/07/06,"1,861.01",13.22,0.72,"1,855.03","1,863.01","1,838.75","414,382","7,222,092","921,687,914"
2007/07/05,"1,847.79",9.38,0.51,"1,841.56","1,865.52","1,836.93","534,044","8,360,108","914,601,031"
2007/07/04,"1,838.41",32.91,1.82,"1,815.77","1,838.82","1,814.44","417,011","7,481,390","909,782,598"
2007/07/03,"1,805.50",34.15,1.93,"1,791.69","1,806.06","1,787.45","401,957","6,992,391","893,667,643"
2007/07/02,"1,771.35",27.75,1.59,"1,741.41","1,771.39","1,736.63","302,331","4,649,067","876,984,895"
2007/06/29,"1,743.60",-8.15,-0.47,"1,755.84","1,766.25","1,742.88","281,675","5,390,270","863,539,798"
2007/06/28,"1,751.75",18.65,1.08,"1,745.82","1,752.24","1,737.93","282,804","4,728,265","867,495,473"
2007/06/27,"1,733.10",-16.45,-0.94,"1,749.01","1,749.01","1,724.82","306,932","5,255,231","858,668,335"
2007/06/26,"1,749.55",-8.18,-0.47,"1,762.48","1,768.69","1,732.44","401,034","5,320,364","860,123,472"
2007/06/25,"1,757.73",-13.25,-0.75,"1,754.20","1,785.87","1,747.86","394,468","5,799,919","864,306,130"
2007/06/22,"1,770.98",-23.26,-1.30,"1,801.20","1,802.43","1,759.95","531,617","7,940,805","870,672,229"
2007/06/21,"1,794.24",10.45,0.59,"1,775.48","1,802.91","1,770.17","579,501","8,649,138","881,833,670"
2007/06/20,"1,783.79",-24.06,-1.33,"1,812.82","1,813.05","1,778.26","685,989","9,598,454","876,754,308"
2007/06/19,"1,807.85",0.97,0.05,"1,813.53","1,813.84","1,797.18","650,869","8,672,443","888,550,311"
2007/06/18,"1,806.88",34.62,1.95,"1,786.29","1,807.51","1,784.44","613,244","8,458,977","888,201,859"
2007/06/15,"1,772.26",3.08,0.17,"1,772.03","1,776.80","1,762.22","539,961","7,955,635","871,116,229"
2007/06/14,"1,769.18",47.19,2.74,"1,742.12","1,769.18","1,740.70","580,495","8,619,540","869,643,601"
2007/06/13,"1,721.99",-7.89,-0.46,"1,721.37","1,732.57","1,714.76","715,327","7,280,100","846,341,212"
2007/06/12,"1,729.88",13.32,0.78,"1,714.54","1,730.63","1,712.13","431,747","6,356,730","850,001,577"
2007/06/11,"1,716.56",-10.72,-0.62,"1,740.46","1,742.86","1,709.96","475,878","6,993,162","843,532,928"
2007/06/08,"1,727.28",-25.76,-1.47,"1,735.96","1,739.14","1,717.18","503,237","7,885,837","848,720,278"
2007/06/07,"1,753.04",10.85,0.62,"1,722.47","1,753.24","1,717.30","496,218","7,266,534","861,058,033"
2007/06/05,"1,742.19",4.60,0.26,"1,735.87","1,745.99","1,721.02","488,031","6,974,805","855,668,139"
2007/06/04,"1,737.59",21.35,1.24,"1,734.27","1,744.02","1,713.50","465,229","7,880,713","853,448,755"
2007/06/01,"1,716.24",15.33,0.90,"1,712.97","1,745.39","1,707.75","615,433","9,309,098","842,898,549"
2007/05/31,"1,700.91",38.19,2.30,"1,683.35","1,702.01","1,677.78","497,058","8,014,584","835,119,358"
2007/05/30,"1,662.72",0.92,0.06,"1,661.83","1,662.72","1,638.03","488,636","6,690,894","816,292,084"
2007/05/29,"1,661.80",3.89,0.23,"1,663.32","1,666.85","1,653.24","495,105","5,677,843","816,191,937"
2007/05/28,"1,657.91",13.35,0.81,"1,650.53","1,658.43","1,646.15","379,269","4,554,530","814,512,143"
2007/05/25,"1,644.56",-2.03,-0.12,"1,629.18","1,645.08","1,627.59","375,034","4,585,695","808,153,524"
2007/05/23,"1,646.59",3.71,0.23,"1,647.44","1,651.61","1,638.36","447,334","5,201,198","809,266,496"
2007/05/22,"1,642.88",14.68,0.90,"1,634.09","1,643.11","1,627.01","529,315","6,465,889","807,518,838"
2007/05/21,"1,628.20",15.95,0.99,"1,602.64","1,628.68","1,602.64","512,785","5,238,884","799,849,009"
2007/05/18,"1,612.25",-3.33,-0.21,"1,613.12","1,617.77","1,600.24","454,777","4,477,906","792,089,358"
2007/05/17,"1,615.58",14.98,0.94,"1,614.00","1,616.00","1,608.21","450,568","4,737,708","793,737,050"
2007/05/16,"1,600.60",11.23,0.71,"1,591.07","1,600.72","1,586.00","417,084","4,448,253","786,362,935"
2007/05/15,"1,589.37",-16.40,-1.02,"1,600.91","1,611.93","1,589.24","480,250","4,655,422","780,588,919"
2007/05/14,"1,605.77",2.21,0.14,"1,612.73","1,622.16","1,599.87","477,817","5,108,484","788,460,881"
2007/05/11,"1,603.56",3.88,0.24,"1,588.09","1,604.63","1,582.76","373,583","4,791,159","787,338,164"
2007/05/10,"1,599.68",6.26,0.39,"1,602.56","1,616.06","1,599.68","408,579","5,542,590","785,464,010"
2007/05/09,"1,593.42",10.77,0.68,"1,582.91","1,593.42","1,578.58","358,531","4,351,880","782,537,488"
2007/05/08,"1,582.65",-1.81,-0.11,"1,585.52","1,589.07","1,577.18","384,029","5,264,052","777,296,752"
2007/05/07,"1,584.46",16.72,1.07,"1,574.86","1,585.70","1,574.86","434,480","5,046,214","778,164,481"
2007/05/04,"1,567.74",7.88,0.51,"1,563.16","1,567.74","1,556.62","254,508","3,935,182","769,854,283"
2007/05/03,"1,559.86",6.56,0.42,"1,563.42","1,564.01","1,555.28","249,677","3,753,858","766,002,455"
2007/05/02,"1,553.30",11.06,0.72,"1,550.39","1,555.62","1,546.60","274,336","3,733,029","762,668,416"
2007/04/30,"1,542.24",-0.28,-0.02,"1,538.69","1,542.25","1,530.67","315,970","3,965,713","757,287,335"
2007/04/27,"1,542.52",-10.61,-0.68,"1,547.20","1,553.23","1,537.37","356,441","4,571,708","757,414,198"
2007/04/26,"1,553.13",7.58,0.49,"1,560.22","1,565.03","1,553.13","391,552","5,263,926","762,724,512"
2007/04/25,"1,545.55",-11.16,-0.72,"1,558.20","1,558.72","1,536.12","445,538","6,627,838","758,742,949"
2007/04/24,"1,556.71",12.36,0.80,"1,545.61","1,557.65","1,538.11","393,475","5,455,456","764,289,739"
2007/04/23,"1,544.35",11.27,0.74,"1,545.45","1,554.50","1,538.33","386,979","4,914,075","758,438,944"
2007/04/20,"1,533.08",19.42,1.28,"1,518.58","1,533.09","1,518.58","397,530","4,404,627","753,050,263"
2007/04/19,"1,513.66",-20.92,-1.36,"1,536.89","1,537.43","1,506.14","363,738","4,478,336","743,682,552"
2007/04/18,"1,534.58",5.92,0.39,"1,532.57","1,538.29","1,530.02","352,532","4,264,478","754,073,254"
2007/04/17,"1,528.66",-3.38,-0.22,"1,538.89","1,538.89","1,524.33","422,556","4,524,206","751,297,907"
2007/04/16,"1,532.04",11.26,0.74,"1,523.89","1,533.09","1,519.30","462,199","4,198,011","752,957,414"
2007/04/13,"1,520.78",-4.83,-0.32,"1,523.82","1,526.09","1,512.36","426,238","4,532,484","747,363,935"
2007/04/12,"1,525.61",12.19,0.81,"1,510.27","1,525.61","1,507.56","360,181","4,615,175","749,803,339"
2007/04/11,"1,513.42",14.26,0.95,"1,508.68","1,519.31","1,507.57","386,765","5,266,418","744,151,748"
2007/04/10,"1,499.16",-1.90,-0.13,"1,500.79","1,502.34","1,492.35","359,301","4,059,585","736,872,218"
2007/04/09,"1,501.06",16.91,1.14,"1,489.79","1,501.06","1,489.13","388,207","4,186,551","737,708,800"
2007/04/06,"1,484.15",2.11,0.14,"1,487.73","1,488.58","1,477.69","313,663","3,389,507","729,325,974"
2007/04/05,"1,482.04",-1.37,-0.09,"1,485.53","1,485.77","1,478.45","328,412","3,255,580","728,556,457"
2007/04/04,"1,483.41",19.66,1.34,"1,474.65","1,484.86","1,471.05","353,988","4,640,824","729,011,043"
2007/04/03,"1,463.75",4.22,0.29,"1,463.41","1,464.48","1,452.56","340,652","3,757,241","719,128,014"
2007/04/02,"1,459.53",6.98,0.48,"1,456.19","1,464.93","1,456.06","303,521","3,546,507","716,950,422"
2007/03/30,"1,452.55",1.60,0.11,"1,457.58","1,459.69","1,447.85","288,432","3,313,319","713,293,315"
2007/03/29,"1,450.95",11.21,0.78,"1,434.58","1,453.11","1,432.80","283,080","3,496,141","712,772,672"
2007/03/28,"1,439.74",-13.49,-0.93,"1,451.47","1,456.78","1,433.12","297,972","3,575,503","707,279,680"
2007/03/27,"1,453.23",3.46,0.24,"1,450.02","1,456.39","1,442.49","259,867","3,118,253","713,729,148"
2007/03/26,"1,449.77",2.39,0.17,"1,451.12","1,455.51","1,444.25","312,613","3,118,567","712,138,505"
2007/03/23,"1,447.38",-1.15,-0.08,"1,449.99","1,454.34","1,443.04","278,884","2,950,808","710,935,642"
2007/03/22,"1,448.53",5.68,0.39,"1,452.13","1,456.18","1,447.79","301,021","3,635,006","711,570,841"
2007/03/21,"1,442.85",-1.32,-0.09,"1,446.07","1,452.05","1,435.36","342,963","3,000,184","708,437,627"
2007/03/20,"1,444.17",0.78,0.05,"1,449.43","1,449.79","1,440.42","364,484","3,390,627","709,234,373"
2007/03/19,"1,443.39",15.51,1.09,"1,425.22","1,444.76","1,420.89","280,843","2,846,251","708,728,657"
2007/03/16,"1,427.88",0.95,0.07,"1,428.63","1,431.75","1,416.30","304,139","2,543,200","701,347,255"
2007/03/15,"1,426.93",19.56,1.39,"1,418.77","1,429.38","1,414.98","254,363","2,743,097","700,877,506"
2007/03/14,"1,407.37",-28.68,-2.00,"1,409.66","1,416.80","1,405.13","259,289","3,030,643","691,470,338"
2007/03/13,"1,436.05",-5.28,-0.37,"1,441.60","1,442.04","1,433.67","256,424","2,924,575","705,517,280"
2007/03/12,"1,441.33",17.75,1.25,"1,429.68","1,441.83","1,429.68","245,053","2,968,500","708,246,479"
2007/03/09,"1,423.58",-0.31,-0.02,"1,433.27","1,434.70","1,415.71","227,388","3,111,534","699,295,957"
2007/03/08,"1,423.89",12.94,0.92,"1,409.02","1,433.15","1,408.34","285,796","3,363,209","699,407,615"
2007/03/07,"1,410.95",8.02,0.57,"1,415.35","1,415.50","1,397.83","254,195","3,203,548","693,143,968"
2007/03/06,"1,402.93",26.78,1.95,"1,382.70","1,403.75","1,382.70","239,219","3,009,734","689,373,788"
2007/03/05,"1,376.15",-38.32,-2.71,"1,400.80","1,404.23","1,375.84","232,595","3,278,013","676,185,601"
2007/03/02,"1,414.47",-2.87,-0.20,"1,407.19","1,423.58","1,406.63","243,110","3,511,214","694,912,497"
2007/02/28,"1,417.34",-37.26,-2.56,"1,396.44","1,417.34","1,393.96","324,108","4,443,881","696,039,726"
2007/02/27,"1,454.60",-15.43,-1.05,"1,468.28","1,468.28","1,453.85","261,582","3,138,989","714,194,293"
2007/02/26,"1,470.03",0.15,0.01,"1,466.92","1,470.95","1,462.19","261,756","3,341,189","721,758,562"
2007/02/23,"1,469.88",4.47,0.31,"1,470.44","1,471.04","1,459.81","310,566","5,268,529","721,914,551"
2007/02/22,"1,465.41",14.03,0.97,"1,452.71","1,471.04","1,452.62","310,280","3,683,842","720,008,691"
2007/02/21,"1,451.38",-1.58,-0.11,"1,455.18","1,457.37","1,444.84","258,240","3,206,897","713,416,464"
2007/02/20,"1,452.96",4.15,0.29,"1,450.96","1,453.25","1,443.97","220,471","2,529,606","714,119,794"
2007/02/16,"1,448.81",5.18,0.36,"1,444.46","1,448.96","1,439.03","207,157","3,634,847","711,717,548"
2007/02/15,"1,443.63",7.53,0.52,"1,450.55","1,450.84","1,441.79","216,082","3,503,460","708,698,736"
2007/02/14,"1,436.10",17.66,1.25,"1,430.02","1,440.51","1,430.01","214,653","3,580,135","704,870,583"
2007/02/13,"1,418.44",4.15,0.29,"1,412.72","1,424.66","1,410.81","219,251","2,919,644","696,199,130"
2007/02/12,"1,414.29",-13.39,-0.94,"1,416.84","1,416.84","1,403.75","209,291","2,819,813","694,373,960"
2007/02/09,"1,427.68",4.10,0.29,"1,424.49","1,432.29","1,422.97","227,566","2,741,316","701,071,756"
2007/02/08,"1,423.58",-2.71,-0.19,"1,424.99","1,431.01","1,416.05","189,043","2,855,871","699,033,834"
2007/02/07,"1,426.29",-2.29,-0.16,"1,430.85","1,431.25","1,419.48","193,224","2,958,774","700,475,045"
2007/02/06,"1,428.58",10.63,0.75,"1,416.65","1,428.91","1,414.58","188,881","2,954,600","701,659,781"
2007/02/05,"1,417.95",4.81,0.34,"1,413.77","1,420.42","1,409.71","181,594","3,108,424","696,717,737"
2007/02/02,"1,413.14",30.24,2.19,"1,386.78","1,413.34","1,386.06","219,152","4,169,084","694,714,776"
2007/02/01,"1,382.90",22.67,1.67,"1,367.07","1,382.90","1,362.04","168,200","2,860,275","679,625,076"
2007/01/31,"1,360.23",-10.49,-0.77,"1,374.76","1,374.76","1,357.87","192,326","2,278,383","668,640,361"
2007/01/30,"1,370.72",7.62,0.56,"1,365.00","1,371.59","1,360.42","161,252","2,269,271","673,564,064"
2007/01/29,"1,363.10",-8.23,-0.60,"1,376.48","1,378.28","1,361.23","136,329","2,253,638","670,015,414"
2007/01/26,"1,371.33",-11.03,-0.80,"1,372.36","1,378.48","1,366.10","160,882","2,467,215","674,188,866"
2007/01/25,"1,382.36",-0.70,-0.05,"1,392.55","1,392.55","1,379.66","157,048","2,187,781","679,698,845"
2007/01/24,"1,383.06",19.97,1.47,"1,369.96","1,383.75","1,369.02","197,926","2,704,447","679,913,197"
2007/01/23,"1,363.09",-0.32,-0.02,"1,353.06","1,367.03","1,352.50","184,014","2,417,229","670,109,016"
2007/01/22,"1,363.41",2.85,0.21,"1,363.84","1,364.67","1,348.46","190,989","2,476,833","670,112,629"
2007/01/19,"1,360.56",-22.65,-1.64,"1,369.09","1,372.63","1,356.22","222,672","3,008,845","668,556,301"
2007/01/18,"1,383.21",3.73,0.27,"1,378.37","1,385.22","1,372.93","181,231","2,599,655","679,606,356"
2007/01/17,"1,379.48",-10.23,-0.74,"1,391.75","1,391.75","1,369.08","205,372","2,674,358","678,010,048"
2007/01/16,"1,389.71",-1.25,-0.09,"1,392.00","1,393.42","1,385.20","171,336","2,188,876","682,987,635"
2007/01/15,"1,390.96",2.59,0.19,"1,396.87","1,397.64","1,385.81","163,884","2,462,800","683,598,164"
2007/01/12,"1,388.37",23.06,1.69,"1,379.00","1,389.00","1,372.87","213,766","3,185,029","682,183,246"
2007/01/11,"1,365.31",9.52,0.70,"1,357.57","1,375.31","1,355.63","211,751","2,689,446","670,446,730"
2007/01/10,"1,355.79",-18.55,-1.35,"1,372.52","1,372.52","1,345.08","225,461","2,912,102","665,963,580"
2007/01/09,"1,374.34",3.53,0.26,"1,376.71","1,381.99","1,367.74","216,844","2,473,171","675,406,045"
2007/01/08,"1,370.81",-14.95,-1.08,"1,376.76","1,384.65","1,366.48","177,591","2,555,241","673,840,181"
2007/01/05,"1,385.76",-11.53,-0.83,"1,398.60","1,400.59","1,372.36","277,291","3,394,971","681,185,456"
2007/01/04,"1,397.29",-12.06,-0.86,"1,410.55","1,411.12","1,388.50","241,172","2,967,081","686,777,866"
2007/01/03,"1,409.35",-25.91,-1.81,"1,436.42","1,437.79","1,409.31","203,207","2,611,604","692,674,665"
2007/01/02,"1,435.26",0.80,0.06,"1,438.89","1,439.71","1,430.06","147,738","2,037,041","705,331,658"
2008/12/30,"1,124.47",6.88,0.62,"1,124.60","1,144.24","1,121.32","357,926","3,269,662","576,927,703"
2008/12/29,"1,117.59",-0.27,-0.02,"1,109.40","1,118.35","1,084.26","312,516","2,615,494","573,728,866"
2008/12/26,"1,117.86",-10.65,-0.94,"1,128.54","1,134.57","1,108.86","345,548","3,078,267","574,506,025"
2008/12/24,"1,128.51",-15.80,-1.38,"1,140.08","1,143.68","1,113.17","407,844","3,508,787","579,635,401"
2008/12/23,"1,144.31",-35.30,-2.99,"1,168.15","1,175.32","1,140.13","436,408","4,108,318","587,671,844"
2008/12/22,"1,179.61",-1.36,-0.12,"1,189.85","1,201.14","1,167.63","450,639","5,341,408","605,689,080"
2008/12/19,"1,180.97",5.06,0.43,"1,174.24","1,194.52","1,171.38","685,025","5,401,355","606,239,201"
2008/12/18,"1,175.91",6.16,0.53,"1,183.38","1,189.83","1,164.60","557,762","5,904,836","603,339,608"
2008/12/17,"1,169.75",8.19,0.71,"1,190.09","1,196.37","1,146.04","647,792","6,577,860","600,304,131"
2008/12/16,"1,161.56",3.37,0.29,"1,148.68","1,165.29","1,137.05","626,697","6,818,527","596,015,611"
2008/12/15,"1,158.19",54.37,4.93,"1,152.25","1,164.72","1,138.42","485,361","5,850,072","594,662,635"
2008/12/12,"1,103.82",-50.61,-4.38,"1,128.66","1,152.99","1,089.94","622,304","6,749,653","567,048,013"
2008/12/11,"1,154.43",8.56,0.75,"1,145.06","1,166.27","1,135.50","576,699","8,145,575","592,682,316"
2008/12/10,"1,145.87",40.03,3.62,"1,112.44","1,155.08","1,105.71","562,091","7,535,486","588,603,905"
2008/12/09,"1,105.84",0.79,0.07,"1,116.09","1,120.66","1,092.49","486,456","6,063,057","568,129,053"
2008/12/08,"1,105.05",76.92,7.48,"1,041.41","1,111.27","1,037.64","541,792","6,520,366","567,560,092"
2008/12/05,"1,028.13",21.59,2.14,"1,017.48","1,032.68","1,008.30","401,605","3,668,500","528,405,266"
2008/12/04,"1,006.54",-16.13,-1.58,"1,042.16","1,042.16",997.00,"402,237","4,449,876","517,646,154"
2008/12/03,"1,022.67",-0.53,-0.05,"1,038.41","1,038.41","1,013.56","478,714","5,310,409","525,758,965"
2008/12/02,"1,023.20",-35.42,-3.35,"1,007.71","1,038.41","1,007.26","421,112","4,093,919","526,172,571"
2008/12/01,"1,058.62",-17.45,-1.62,"1,074.00","1,083.01","1,058.62","627,338","4,672,823","544,318,157"
2008/11/28,"1,076.07",12.59,1.18,"1,066.84","1,084.03","1,061.52","555,246","5,186,234","554,122,785"
2008/11/27,"1,063.48",33.70,3.27,"1,058.63","1,070.67","1,046.46","563,629","5,976,241","541,176,042"
2008/11/26,"1,029.78",46.46,4.72,993.07,"1,030.70",993.07,"515,466","5,155,321","523,345,453"
2008/11/25,983.32,13.18,1.36,"1,016.09","1,029.46",966.28,"486,153","5,425,508","500,054,958"
2008/11/24,970.14,-33.59,-3.35,996.23,"1,014.49",969.49,"464,190","4,778,958","493,488,334"
2008/11/21,"1,003.73",55.04,5.80,929.74,"1,013.12",914.02,"602,106","5,092,689","510,550,163"
2008/11/20,948.69,-68.13,-6.70,967.46,984.51,947.44,"424,069","3,956,358","482,685,317"
2008/11/19,"1,016.82",-19.34,-1.87,"1,038.74","1,038.74",994.57,"404,606","4,218,377","516,910,707"
2008/11/18,"1,036.16",-42.16,-3.91,"1,053.29","1,075.68","1,036.10","377,419","4,134,786","526,682,685"
2008/11/17,"1,078.32",-9.94,-0.91,"1,074.33","1,104.66","1,050.40","413,383","4,846,330","547,801,136"
2008/11/14,"1,088.26",-0.18,-0.02,"1,126.94","1,129.40","1,078.44","440,485","5,068,481","552,945,921"
2008/11/13,"1,088.44",-35.42,-3.15,"1,074.75","1,088.46","1,040.34","566,758","5,351,351","553,416,773"
2008/11/12,"1,123.86",-4.87,-0.43,"1,103.88","1,143.18","1,096.63","605,657","5,051,820","571,044,100"
2008/11/11,"1,128.73",-23.73,-2.06,"1,133.34","1,160.30","1,114.50","600,725","5,831,799","573,530,672"
2008/11/10,"1,152.46",17.97,1.58,"1,152.26","1,165.57","1,124.13","717,483","7,372,464","585,579,197"
2008/11/07,"1,134.49",42.27,3.87,"1,054.35","1,134.50","1,038.72","846,308","6,929,645","577,271,037"
2008/11/06,"1,092.22",-89.28,-7.56,"1,133.78","1,140.85","1,081.79","657,625","5,363,600","555,819,652"
2008/11/05,"1,181.50",28.15,2.44,"1,184.92","1,217.82","1,159.67","790,190","7,965,854","600,742,673"
2008/11/04,"1,153.35",24.27,2.15,"1,135.53","1,154.45","1,114.41","603,572","6,798,275","586,688,634"
2008/11/03,"1,129.08",16.02,1.44,"1,117.13","1,158.87","1,109.32","568,246","7,181,993","574,510,849"
2008/10/31,"1,113.06",28.34,2.61,"1,083.14","1,158.66","1,061.46","864,749","9,147,276","566,438,073"
2008/10/30,"1,084.72",115.75,11.95,"1,036.83","1,094.89",992.89,"621,627","7,404,484","551,937,615"
2008/10/29,968.97,-30.19,-3.02,"1,047.48","1,078.33",920.35,"763,398","8,290,018","492,925,487"
2008/10/28,999.16,52.71,5.57,916.85,"1,012.73",901.49,"649,428","6,296,118","507,841,855"
2008/10/27,946.45,7.70,0.82,937.18,966.41,892.16,"540,707","5,871,935","481,183,230"
2008/10/24,938.75,-110.96,-10.57,"1,051.58","1,051.92",925.57,"443,157","5,459,813","477,323,771"
2008/10/23,"1,049.71",-84.88,-7.48,"1,089.57","1,089.57","1,028.50","401,511","5,361,377","533,588,133"
2008/10/22,"1,134.59",-61.51,-5.14,"1,190.50","1,195.28","1,095.56","374,865","5,250,109","576,364,086"
2008/10/21,"1,196.10",-11.53,-0.95,"1,223.75","1,232.73","1,181.88","389,189","4,763,302","607,423,139"
2008/10/20,"1,207.63",26.96,2.28,"1,195.90","1,211.09","1,149.39","373,014","5,674,673","613,068,935"
2008/10/17,"1,180.67",-33.11,-2.73,"1,245.15","1,245.15","1,166.88","420,174","6,546,068","599,693,165"
2008/10/16,"1,213.78",-126.50,-9.44,"1,258.38","1,265.85","1,205.14","409,090","6,167,399","616,479,619"
2008/10/15,"1,340.28",-27.41,-2.00,"1,338.46","1,353.44","1,327.42","347,683","4,925,895","680,544,220"
2008/10/14,"1,367.69",79.16,6.14,"1,342.31","1,367.70","1,339.86","460,906","7,010,091","694,481,312"
2008/10/13,"1,288.53",47.06,3.79,"1,272.95","1,294.19","1,252.44","384,723","5,584,517","654,419,621"
2008/10/10,"1,241.47",-53.42,-4.13,"1,248.53","1,248.53","1,178.51","461,327","6,401,421","630,980,393"
2008/10/09,"1,294.89",8.20,0.64,"1,289.67","1,324.36","1,274.46","451,806","5,633,516","658,747,132"
2008/10/08,"1,286.69",-79.41,-5.81,"1,323.96","1,334.34","1,281.47","431,464","5,094,486","654,743,365"
2008/10/07,"1,366.10",7.35,0.54,"1,340.92","1,371.24","1,321.81","349,569","4,760,384","694,872,179"
2008/10/06,"1,358.75",-60.90,-4.29,"1,389.68","1,389.68","1,351.72","312,408","4,955,438","690,790,212"
2008/10/02,"1,419.65",-20.02,-1.39,"1,450.16","1,458.68","1,410.35","317,945","4,317,459","721,994,010"
2008/10/01,"1,439.67",-8.39,-0.58,"1,453.40","1,453.40","1,429.57","314,216","4,179,223","732,343,387"
2008/09/30,"1,448.06",-8.30,-0.57,"1,383.97","1,448.06","1,376.72","412,809","5,688,304","736,656,677"
2008/09/29,"1,456.36",-19.97,-1.35,"1,491.11","1,496.30","1,449.33","365,882","5,387,459","740,932,826"
2008/09/26,"1,476.33",-25.30,-1.68,"1,492.42","1,498.74","1,469.83","405,920","4,552,645","750,852,869"
2008/09/25,"1,501.63",5.65,0.38,"1,487.73","1,503.83","1,469.23","419,072","4,864,240","763,600,120"
2008/09/24,"1,495.98",14.61,0.99,"1,479.04","1,501.09","1,472.31","498,528","5,850,678","760,831,553"
2008/09/23,"1,481.37",21.03,1.44,"1,447.90","1,484.01","1,445.50","470,349","5,194,236","753,691,667"
2008/09/22,"1,460.34",4.56,0.31,"1,472.08","1,488.94","1,457.10","354,332","6,229,579","743,004,947"
2008/09/19,"1,455.78",63.36,4.55,"1,441.31","1,464.59","1,435.72","468,688","7,957,748","740,851,960"
2008/09/18,"1,392.42",-32.84,-2.30,"1,385.47","1,400.35","1,366.88","413,388","5,847,238","708,515,614"
2008/09/17,"1,425.26",37.51,2.70,"1,420.49","1,441.24","1,412.60","398,283","5,957,720","725,240,457"
2008/09/16,"1,387.75",-90.17,-6.10,"1,381.24","1,401.79","1,372.55","392,767","6,479,889","706,231,239"
2008/09/12,"1,477.92",34.68,2.40,"1,468.41","1,480.77","1,463.58","311,745","4,858,826","752,029,470"
2008/09/11,"1,443.24",-21.74,-1.48,"1,459.69","1,467.90","1,439.38","362,999","6,218,478","734,653,780"
2008/09/10,"1,464.98",10.48,0.72,"1,432.90","1,466.26","1,430.05","421,192","5,556,283","745,305,074"
2008/09/09,"1,454.50",-22.15,-1.50,"1,469.54","1,469.54","1,446.53","443,711","4,771,899","740,155,186"
2008/09/08,"1,476.65",72.27,5.15,"1,437.59","1,481.41","1,437.59","399,130","6,313,141","751,477,026"
2008/09/05,"1,404.38",-22.05,-1.55,"1,394.39","1,415.24","1,393.33","298,481","4,260,937","714,818,421"
2008/09/04,"1,426.43",-0.46,-0.03,"1,421.16","1,436.62","1,409.33","372,856","4,833,338","725,693,109"
2008/09/03,"1,426.89",19.75,1.40,"1,403.89","1,430.94","1,396.13","367,103","5,216,023","725,934,029"
2008/09/02,"1,407.14",-7.29,-0.52,"1,418.26","1,430.43","1,392.55","373,370","5,532,256","715,856,579"
2008/09/01,"1,414.43",-59.81,-4.06,"1,453.14","1,456.69","1,413.43","316,592","5,106,949","719,463,209"
2008/08/29,"1,474.24",0.09,0.01,"1,488.25","1,496.14","1,470.87","242,100","4,211,237","749,708,047"
2008/08/28,"1,474.15",-19.77,-1.32,"1,503.26","1,503.74","1,473.00","216,132","3,312,919","749,839,990"
2008/08/27,"1,493.92",3.67,0.25,"1,498.09","1,498.38","1,466.46","241,558","3,858,482","759,732,746"
2008/08/26,"1,490.25",-11.86,-0.79,"1,477.04","1,502.33","1,474.64","213,143","3,213,613","758,015,799"
2008/08/25,"1,502.11",5.20,0.35,"1,505.13","1,510.98","1,496.63","198,258","2,910,298","764,174,866"
