Date,Close,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,회전율,환율,코스피,나스닥
2020-02-13,39300,-800,-2.0,3424,11.48,56293,0.7,500,1.27,0.0056,1177.9599609375,2232.96,-0.14
2020-02-14,38950,-350,-0.89,3424,11.38,56293,0.69,500,1.28,0.0044,1183.469970703125,2243.59,0.2
2020-02-18,38650,-450,-1.15,3424,11.29,56293,0.69,500,1.29,0.0026,1183.81005859375,2208.88,0.02
2020-02-19,38150,-500,-1.29,3424,11.14,56293,0.68,500,1.31,0.004,1189.9300537109375,2210.34,0.87
2020-02-20,37550,-600,-1.57,3424,10.97,56293,0.67,500,1.33,0.0044,1191.3699951171875,2195.5,-0.67
2020-02-21,36650,-900,-2.4,3424,10.7,56293,0.65,500,1.36,0.0049,1204.4000244140625,2162.84,-1.79
2020-02-24,34650,-2000,-5.46,3424,10.12,56293,0.62,500,1.44,0.0083,1205.77001953125,2079.04,-3.71
2020-02-25,35900,1250,3.61,3424,10.48,56293,0.64,500,1.39,0.0063,1217.6500244140625,2103.61,-2.77
2020-02-26,36550,650,1.81,3424,10.67,56293,0.65,500,1.37,0.0062,1214.550048828125,2076.77,0.17
2020-02-27,35750,-800,-2.19,3424,10.44,56293,0.64,500,1.4,0.0049,1211.3599853515625,2054.89,-4.61
2020-02-28,34700,-1050,-2.94,3424,10.13,56293,0.62,500,1.44,0.0066,1211.31005859375,1987.01,0.01
2020-03-02,34550,-150,-0.43,3424,10.09,56293,0.61,500,1.45,0.0053,1200.0999755859375,2002.51,4.49
2020-03-03,34850,300,0.87,3424,10.18,56293,0.62,500,1.43,0.0051,1188.280029296875,2014.15,-2.99
2020-03-04,35150,300,0.86,3424,10.27,56293,0.62,500,1.42,0.004,1186.3399658203125,2059.33,3.85
2020-03-05,36000,850,2.42,3424,10.51,56293,0.64,500,1.39,0.0072,1183.6800537109375,2085.26,-3.1
