Date,Close,대비,등락률,BPS,PBR,주당배당금,배당수익률
2014/04/15,205000,-500,-0.24,45691,4.49,600,0.29
2014/04/16,212500,7500,3.66,45691,4.65,600,0.28
2014/04/17,207000,-5500,-2.59,45691,4.53,600,0.29
2014/04/18,207000,0,0.0,45691,4.53,600,0.29
2014/04/21,206500,-500,-0.24,45691,4.52,600,0.29
2014/04/22,208000,1500,0.73,45691,4.55,600,0.29
2014/04/23,204000,-4000,-1.92,45691,4.46,600,0.29
2014/04/24,206500,2500,1.23,45691,4.52,600,0.29
2014/04/25,203000,-3500,-1.69,45691,4.44,600,0.3
2014/04/28,204000,1000,0.49,45691,4.46,600,0.29
2014/04/29,203500,-500,-0.25,45691,4.45,600,0.29
2014/04/30,205000,1500,0.74,52076,3.94,600,0.29
2014/05/02,203000,-2000,-0.98,52076,3.9,600,0.3
2014/05/07,191000,-12000,-5.91,52076,3.67,600,0.31
2014/05/08,198000,7000,3.66,52076,3.8,600,0.3
2014/05/09,194500,-3500,-1.77,52076,3.73,600,0.31
2014/05/12,198500,4000,2.06,52076,3.81,600,0.3
2014/05/13,198500,0,0.0,52076,3.81,600,0.3
2014/05/14,197000,-1500,-0.76,52076,3.78,600,0.3
2014/05/15,206000,9000,4.57,52076,3.96,600,0.29
2014/05/16,188500,-17500,-8.5,52076,3.62,600,0.32
2014/05/19,186500,-2000,-1.06,52076,3.58,600,0.32
2014/05/20,177500,-9000,-4.83,52076,3.41,600,0.34
2014/05/21,178000,500,0.28,52076,3.42,600,0.34
2014/05/22,177000,-1000,-0.56,52076,3.4,600,0.34
2014/05/23,179500,2500,1.41,52076,3.45,600,0.33
2014/05/26,175500,-4000,-2.23,52076,3.37,600,0.34
2014/05/27,173000,-2500,-1.42,52076,3.32,600,0.35
2014/05/28,169000,-4000,-2.31,52076,3.25,600,0.36
2014/05/29,165500,-3500,-2.07,52076,3.18,600,0.36
2014/05/30,168500,3000,1.81,52076,3.24,600,0.36
2014/06/02,165500,-3000,-1.78,52076,3.18,600,0.36
2014/06/03,168000,2500,1.51,52076,3.23,600,0.36
2014/06/05,165000,-3000,-1.79,52076,3.17,600,0.36
2014/06/09,172500,7500,4.55,52076,3.31,600,0.35
2014/06/10,177500,5000,2.9,52076,3.41,600,0.34
2014/06/11,180500,3000,1.69,52076,3.47,600,0.33
2014/06/12,180500,0,0.0,52076,3.47,600,0.33
2014/06/13,181500,1000,0.55,52076,3.49,600,0.33
2014/06/16,179000,-2500,-1.38,52076,3.44,600,0.34
2014/06/17,179500,500,0.28,52076,3.45,600,0.33
2014/06/18,174000,-5500,-3.06,52076,3.34,600,0.34
2014/06/19,173000,-1000,-0.57,52076,3.32,600,0.35
2014/06/20,171000,-2000,-1.16,52076,3.28,600,0.35
2014/06/23,173000,2000,1.17,52076,3.32,600,0.35
2014/06/24,177500,4500,2.6,52076,3.41,600,0.34
2014/06/25,175500,-2000,-1.13,52076,3.37,600,0.34
2014/06/26,179000,3500,1.99,52076,3.44,600,0.34
2014/06/27,178500,-500,-0.28,52076,3.43,600,0.34
2014/06/30,182500,4000,2.24,52076,3.5,600,0.33
2014/07/01,181000,-1500,-0.82,52076,3.48,600,0.33
2014/07/02,187000,6000,3.31,52076,3.59,600,0.32
2014/07/03,186000,-1000,-0.53,52076,3.57,600,0.32
2014/07/04,181500,-4500,-2.42,52076,3.49,600,0.33
2014/07/07,173500,-8000,-4.41,52076,3.33,600,0.35
2014/07/08,168500,-5000,-2.88,52076,3.24,600,0.36
2014/07/09,168000,-500,-0.3,52076,3.23,600,0.36
2014/07/10,163000,-5000,-2.98,52076,3.13,600,0.37
2014/07/11,162500,-500,-0.31,52076,3.12,600,0.37
2014/07/14,165500,3000,1.85,52076,3.18,600,0.36
2014/07/15,164500,-1000,-0.6,52076,3.16,600,0.36
2014/07/16,161500,-3000,-1.82,52076,3.1,600,0.37
2014/07/17,155500,-6000,-3.72,52076,2.99,600,0.39
2014/07/18,156000,500,0.32,52076,3.0,600,0.38
2014/07/21,158000,2000,1.28,52076,3.03,600,0.38
2014/07/22,159000,1000,0.63,52076,3.05,600,0.38
2014/07/23,155500,-3500,-2.2,52076,2.99,600,0.39
2014/07/24,155000,-500,-0.32,52076,2.98,600,0.39
2014/07/25,157000,2000,1.29,52076,3.01,600,0.38
2014/07/28,161000,4000,2.55,52076,3.09,600,0.37
2014/07/29,157000,-4000,-2.48,52076,3.01,600,0.38
2014/07/30,155000,-2000,-1.27,52076,2.98,600,0.39
2014/07/31,156000,1000,0.65,52076,3.0,600,0.38
2014/08/01,153500,-2500,-1.6,52076,2.95,600,0.39
2014/08/04,159000,5500,3.58,52076,3.05,600,0.38
2014/08/05,155500,-3500,-2.2,52076,2.99,600,0.39
2014/08/06,156000,500,0.32,52076,3.0,600,0.38
2014/08/07,155000,-1000,-0.64,52076,2.98,600,0.39
2014/08/08,159000,4000,2.58,52076,3.05,600,0.38
2014/08/11,154500,-4500,-2.83,52076,2.97,600,0.39
2014/08/12,147000,-7500,-4.85,52076,2.82,600,0.41
2014/08/13,144500,-2500,-1.7,52076,2.77,600,0.42
2014/08/14,155500,11000,7.61,52076,2.99,600,0.39
2014/08/18,147500,-8000,-5.14,52076,2.83,600,0.41
2014/08/19,149000,1500,1.02,52076,2.86,600,0.4
2014/08/20,150000,1000,0.67,52076,2.88,600,0.4
2014/08/21,145500,-4500,-3.0,52076,2.79,600,0.41
2014/08/22,143000,-2500,-1.72,52076,2.75,600,0.42
2014/08/25,142000,-1000,-0.7,52076,2.73,600,0.42
2014/08/26,142000,0,0.0,52076,2.73,600,0.42
2014/08/27,139500,-2500,-1.76,52076,2.68,600,0.43
2014/08/28,143000,3500,2.51,52076,2.75,600,0.42
2014/08/29,145000,2000,1.4,52076,2.78,600,0.41
2014/09/01,145500,500,0.34,52076,2.79,600,0.41
2014/09/02,147000,1500,1.03,52076,2.82,600,0.41
2014/09/03,146500,-500,-0.34,52076,2.81,600,0.41
2014/09/04,147000,500,0.34,52076,2.82,600,0.41
2014/09/05,145500,-1500,-1.02,52076,2.79,600,0.41
2014/09/11,144500,-1000,-0.69,52076,2.77,600,0.42
2014/09/12,143500,-1000,-0.69,52076,2.76,600,0.42
2014/09/15,139000,-4500,-3.14,52076,2.67,600,0.43
2014/09/16,139000,0,0.0,52076,2.67,600,0.43
2014/09/17,141500,2500,1.8,52076,2.72,600,0.42
2014/09/18,145500,4000,2.83,52076,2.79,600,0.41
2014/09/19,146000,500,0.34,52076,2.8,600,0.41
2014/09/22,143500,-2500,-1.71,52076,2.76,600,0.42
2014/09/23,141500,-2000,-1.39,52076,2.72,600,0.42
2014/09/24,140000,-1500,-1.06,52076,2.69,600,0.43
2014/09/25,140000,0,0.0,52076,2.69,600,0.43
2014/09/26,138500,-1500,-1.07,52076,2.66,600,0.43
2014/09/29,135500,-3000,-2.17,52076,2.6,600,0.44
2014/09/30,134500,-1000,-0.74,52076,2.58,600,0.45
2014/10/01,132000,-2500,-1.86,52076,2.53,600,0.45
2014/10/02,125000,-7000,-5.3,52076,2.4,600,0.48
2014/10/06,125000,0,0.0,52076,2.4,600,0.48
2014/10/07,123500,-1500,-1.2,52076,2.37,600,0.49
2014/10/08,130000,6500,5.26,52076,2.5,600,0.46
2014/10/10,127500,-2500,-1.92,52076,2.45,600,0.47
2014/10/13,127500,0,0.0,52076,2.45,600,0.47
2014/10/14,129000,1500,1.18,52076,2.48,600,0.47
2014/10/15,133000,4000,3.1,52076,2.55,600,0.45
2014/10/16,132500,-500,-0.38,52076,2.54,600,0.45
2014/10/17,132500,0,0.0,52076,2.54,600,0.45
2014/10/20,140000,7500,5.66,52076,2.69,600,0.43
2014/10/21,139000,-1000,-0.71,52076,2.67,600,0.43
2014/10/22,140500,1500,1.08,52076,2.7,600,0.43
2014/10/23,137000,-3500,-2.49,52076,2.63,600,0.44
2014/10/24,131000,-6000,-4.38,52076,2.52,600,0.46
2014/10/27,130500,-500,-0.38,52076,2.51,600,0.46
2014/10/28,131500,1000,0.77,52076,2.53,600,0.46
2014/10/29,142000,10500,7.98,52076,2.73,600,0.42
2014/10/30,143500,1500,1.06,52076,2.76,600,0.42
2014/10/31,147000,3500,2.44,52076,2.82,600,0.41
2014/11/03,147000,0,0.0,52076,2.82,600,0.41
2014/11/04,150500,3500,2.38,52076,2.89,600,0.4
2014/11/05,151000,500,0.33,52076,2.9,600,0.4
2014/11/06,159000,8000,5.3,52076,3.05,600,0.38
2014/11/07,161500,2500,1.57,52076,3.1,600,0.37
2014/11/10,160000,-1500,-0.93,52076,3.07,600,0.38
2014/11/11,162500,2500,1.56,52076,3.12,600,0.37
2014/11/12,168000,5500,3.38,52076,3.23,600,0.36
2014/11/13,165500,-2500,-1.49,52076,3.18,600,0.36
2014/11/14,158000,-7500,-4.53,52076,3.03,600,0.38
2014/11/17,161500,3500,2.22,52076,3.1,600,0.37
2014/11/18,157500,-4000,-2.48,52076,3.02,600,0.38
2014/11/19,170500,13000,8.25,52076,3.27,600,0.35
2014/11/20,167000,-3500,-2.05,52076,3.21,600,0.36
2014/11/21,165500,-1500,-0.9,52076,3.18,600,0.36
2014/11/24,164000,-1500,-0.91,52076,3.15,600,0.37
2014/11/25,167500,3500,2.13,52076,3.22,600,0.36
2014/11/26,161000,-6500,-3.88,52076,3.09,600,0.37
2014/11/27,163500,2500,1.55,52076,3.14,600,0.37
2014/11/28,159500,-4000,-2.45,52076,3.06,600,0.38
2014/12/01,160500,1000,0.63,52076,3.08,600,0.37
2014/12/02,164000,3500,2.18,52076,3.15,600,0.37
2014/12/03,168000,4000,2.44,52076,3.23,600,0.36
2014/12/04,170500,2500,1.49,52076,3.27,600,0.35
2014/12/05,171500,1000,0.59,52076,3.29,600,0.35
2014/12/08,173500,2000,1.17,52076,3.33,600,0.35
2014/12/09,169000,-4500,-2.59,52076,3.25,600,0.36
2014/12/10,172500,3500,2.07,52076,3.31,600,0.35
2014/12/11,166500,-6000,-3.48,52076,3.2,600,0.36
2014/12/12,174500,8000,4.8,52076,3.35,600,0.34
2014/12/15,180000,5500,3.15,52076,3.46,600,0.33
2014/12/16,176500,-3500,-1.94,52076,3.39,600,0.34
2014/12/17,178000,1500,0.85,52076,3.42,600,0.34
2014/12/18,180000,2000,1.12,52076,3.46,600,0.33
2014/12/19,186000,6000,3.33,52076,3.57,600,0.32
2014/12/22,187500,1500,0.81,52076,3.6,600,0.32
2014/12/23,181500,-6000,-3.2,52076,3.49,600,0.33
2014/12/24,181500,0,0.0,52076,3.49,600,0.33
2014/12/26,179500,-2000,-1.1,52076,3.45,600,0.33
2014/12/29,180000,500,0.28,52076,3.46,600,0.33
2014/12/30,182000,2000,1.11,52076,3.49,600,0.33
2015/01/02,180500,-1500,-0.82,52076,3.47,600,0.33
2015/01/05,193500,13000,7.2,52076,3.72,600,0.31
2015/01/06,194000,500,0.26,52076,3.73,600,0.31
2015/01/07,190000,-4000,-2.06,52076,3.65,600,0.32
2015/01/08,191000,1000,0.53,52076,3.67,600,0.31
2015/01/09,193000,2000,1.05,52076,3.71,600,0.31
2015/01/12,196500,3500,1.81,52076,3.77,600,0.31
2015/01/13,193500,-3000,-1.53,52076,3.72,600,0.31
2015/01/14,191500,-2000,-1.03,52076,3.68,600,0.31
2015/01/15,192000,500,0.26,52076,3.69,600,0.31
2015/01/16,193000,1000,0.52,52076,3.71,600,0.31
2015/01/19,189000,-4000,-2.07,52076,3.63,600,0.32
2015/01/20,183000,-6000,-3.17,52076,3.51,600,0.33
2015/01/21,185500,2500,1.37,52076,3.56,600,0.32
2015/01/22,181500,-4000,-2.16,52076,3.49,600,0.33
2015/01/23,183500,2000,1.1,52076,3.52,600,0.33
2015/01/26,189500,6000,3.27,52076,3.64,600,0.32
2015/01/27,189000,-500,-0.26,52076,3.63,600,0.32
2015/01/28,217000,28000,14.81,52076,4.17,600,0.28
2015/01/29,208000,-9000,-4.15,52076,3.99,600,0.29
2015/01/30,202000,-6000,-2.88,52076,3.88,600,0.3
2015/02/02,200500,-1500,-0.74,52076,3.85,600,0.3
2015/02/03,215000,14500,7.23,52076,4.13,600,0.28
2015/02/04,218500,3500,1.63,52076,4.2,600,0.27
2015/02/05,213500,-5000,-2.29,52076,4.1,600,0.28
2015/02/06,213000,-500,-0.23,52076,4.09,600,0.28
2015/02/09,218500,5500,2.58,52076,4.2,600,0.27
2015/02/10,214500,-4000,-1.83,52076,4.12,600,0.28
2015/02/11,209500,-5000,-2.33,52076,4.02,600,0.29
2015/02/12,203000,-6500,-3.1,52076,3.9,600,0.3
2015/02/13,198500,-4500,-2.22,52076,3.81,600,0.3
2015/02/16,193500,-5000,-2.52,52076,3.72,600,0.31
2015/02/17,189500,-4000,-2.07,52076,3.64,600,0.32
2015/02/23,190000,500,0.26,52076,3.65,600,0.32
2015/02/24,190500,500,0.26,52076,3.66,600,0.31
2015/02/25,180000,-10500,-5.51,52076,3.46,600,0.33
2015/02/26,182000,2000,1.11,52076,3.49,600,0.33
2015/02/27,178500,-3500,-1.92,52076,3.43,600,0.34
2015/03/02,180500,2000,1.12,52076,3.47,600,0.33
2015/03/03,181500,1000,0.55,52076,3.49,600,0.33
2015/03/04,181500,0,0.0,52076,3.49,600,0.33
2015/03/05,183000,1500,0.83,52076,3.51,600,0.33
2015/03/06,189000,6000,3.28,52076,3.63,600,0.32
2015/03/09,178500,-10500,-5.56,52076,3.43,600,0.34
2015/03/10,171500,-7000,-3.92,52076,3.29,600,0.35
2015/03/11,174000,2500,1.46,52076,3.34,600,0.34
2015/03/12,176000,2000,1.15,52076,3.38,600,0.34
2015/03/13,183000,7000,3.98,52076,3.51,600,0.33
2015/03/16,181000,-2000,-1.09,52076,3.48,600,0.33
2015/03/17,181500,500,0.28,52076,3.49,600,0.33
2015/03/18,174500,-7000,-3.86,52076,3.35,600,0.34
2015/03/19,169000,-5500,-3.15,52076,3.25,600,0.36
2015/03/20,172500,3500,2.07,52076,3.31,600,0.35
2015/03/23,173500,1000,0.58,52076,3.33,600,0.35
2015/03/24,175000,1500,0.86,52076,3.36,600,0.34
2015/03/25,177000,2000,1.14,52076,3.4,600,0.34
2015/03/26,177000,0,0.0,52076,3.4,600,0.34
2015/03/27,173500,-3500,-1.98,52076,3.33,600,0.35
2015/03/30,172500,-1000,-0.58,52076,3.31,600,0.35
2015/03/31,181500,9000,5.22,52076,3.49,600,0.33
2015/04/01,186000,4500,2.48,52076,3.57,600,0.32
2015/04/02,182000,-4000,-2.15,52076,3.49,600,0.33
2015/04/03,187500,5500,3.02,52076,3.6,600,0.32
2015/04/06,185500,-2000,-1.07,52076,3.56,600,0.32
2015/04/07,185000,-500,-0.27,52076,3.55,600,0.32
2015/04/08,197000,12000,6.49,52076,3.78,600,0.3
2015/04/09,197000,0,0.0,52076,3.78,600,0.3
2015/04/10,197000,0,0.0,52076,3.78,600,0.3
2015/04/13,187500,-9500,-4.82,52076,3.6,600,0.32
2015/04/14,188500,1000,0.53,52076,3.62,600,0.32
2015/04/15,187000,-1500,-0.8,52076,3.59,600,0.32
2015/04/16,183000,-4000,-2.14,52076,3.51,600,0.33
2015/04/17,185000,2000,1.09,52076,3.55,600,0.32
2015/04/20,186000,1000,0.54,52076,3.57,600,0.32
2015/04/21,192500,6500,3.49,52076,3.7,600,0.31
2015/04/22,194500,2000,1.04,52076,3.73,600,0.31
2015/04/23,204500,10000,5.14,52076,3.93,600,0.29
2015/04/24,206000,1500,0.73,52076,3.96,600,0.29
2015/04/27,211000,5000,2.43,52076,4.05,600,0.28
2015/04/28,210500,-500,-0.24,52076,4.04,600,0.29
2015/04/29,213000,2500,1.19,52076,4.09,600,0.28
2015/04/30,204500,-8500,-3.99,52076,3.93,600,0.29
2015/05/04,205500,1000,0.49,62045,3.31,3430,1.67
2015/05/06,200000,-5500,-2.68,62045,3.22,3430,1.72
2015/05/07,206000,6000,3.0,62045,3.32,3430,1.67
2015/05/08,207000,1000,0.49,62045,3.34,3430,1.66
2015/05/11,201000,-6000,-2.9,62045,3.24,3430,1.71
2015/05/12,204000,3000,1.49,62045,3.29,3430,1.68
2015/05/13,217000,13000,6.37,62045,3.5,3430,1.58
2015/05/14,218000,1000,0.46,62045,3.51,3430,1.57
2015/05/15,212000,-6000,-2.75,62045,3.42,3430,1.62
2015/05/18,214000,2000,0.94,62045,3.45,3430,1.6
2015/05/19,210500,-3500,-1.64,62045,3.39,3430,1.63
2015/05/20,218500,8000,3.8,62045,3.52,3430,1.57
2015/05/21,208000,-10500,-4.81,62045,3.35,3430,1.65
2015/05/22,210000,2000,0.96,62045,3.38,3430,1.63
2015/05/26,209500,-500,-0.24,62045,3.38,3430,1.64
2015/05/27,201500,-8000,-3.82,62045,3.25,3430,1.7
2015/05/28,195000,-6500,-3.23,62045,3.14,3430,1.76
2015/05/29,197000,2000,1.03,62045,3.18,3430,1.74
2015/06/01,196000,-1000,-0.51,62045,3.16,3430,1.75
2015/06/02,195500,-500,-0.26,62045,3.15,3430,1.75
2015/06/03,194000,-1500,-0.77,62045,3.13,3430,1.77
2015/06/04,187500,-6500,-3.35,62045,3.02,3430,1.83
2015/06/05,192500,5000,2.67,62045,3.1,3430,1.78
2015/06/08,193500,1000,0.52,62045,3.12,3430,1.77
2015/06/09,190000,-3500,-1.81,62045,3.06,3430,1.81
2015/06/10,181500,-8500,-4.47,62045,2.93,3430,1.89
2015/06/11,186000,4500,2.48,62045,3.0,3430,1.84
2015/06/12,190500,4500,2.42,62045,3.07,3430,1.8
2015/06/15,188000,-2500,-1.31,62045,3.03,3430,1.82
2015/06/16,186000,-2000,-1.06,62045,3.0,3430,1.84
2015/06/17,185500,-500,-0.27,62045,2.99,3430,1.85
2015/06/18,182500,-3000,-1.62,62045,2.94,3430,1.88
2015/06/19,187500,5000,2.74,62045,3.02,3430,1.83
2015/06/22,185000,-2500,-1.33,62045,2.98,3430,1.85
2015/06/23,201000,16000,8.65,62045,3.24,3430,1.71
2015/06/24,199000,-2000,-1.0,62045,3.21,3430,1.72
2015/06/25,204000,5000,2.51,62045,3.29,3430,1.68
2015/06/26,205000,1000,0.49,62045,3.3,3430,1.67
2015/06/29,198500,-6500,-3.17,62045,3.2,3430,1.73
2015/06/30,198500,0,0.0,62045,3.2,3430,1.73
2015/07/01,209500,11000,5.54,62045,3.38,3430,1.64
2015/07/02,206000,-3500,-1.67,62045,3.32,3430,1.67
2015/07/03,208000,2000,0.97,62045,3.35,3430,1.65
2015/07/06,199500,-8500,-4.09,62045,3.22,3430,1.72
2015/07/07,206000,6500,3.26,62045,3.32,3430,1.67
2015/07/08,210000,4000,1.94,62045,3.38,3430,1.63
2015/07/09,212000,2000,0.95,62045,3.42,3430,1.62
2015/07/10,209500,-2500,-1.18,62045,3.38,3430,1.64
2015/07/13,218000,8500,4.06,62045,3.51,3430,1.57
2015/07/14,219000,1000,0.46,62045,3.53,3430,1.57
2015/07/15,217500,-1500,-0.68,62045,3.51,3430,1.58
2015/07/16,240500,23000,10.57,62045,3.88,3430,1.43
2015/07/17,238000,-2500,-1.04,62045,3.84,3430,1.44
2015/07/20,239500,1500,0.63,62045,3.86,3430,1.43
2015/07/21,244000,4500,1.88,62045,3.93,3430,1.41
2015/07/22,236000,-8000,-3.28,62045,3.8,3430,1.45
2015/07/23,230000,-6000,-2.54,62045,3.71,3430,1.49
2015/07/24,236000,6000,2.61,62045,3.8,3430,1.45
2015/07/27,232500,-3500,-1.48,62045,3.75,3430,1.48
2015/07/28,229500,-3000,-1.29,62045,3.7,3430,1.49
2015/07/29,234500,5000,2.18,62045,3.78,3430,1.46
2015/07/30,236000,1500,0.64,62045,3.8,3430,1.45
2015/07/31,219500,-16500,-6.99,62045,3.54,3430,1.56
2015/08/03,213500,-6000,-2.73,62045,3.44,3430,1.61
2015/08/04,218500,5000,2.34,62045,3.52,3430,1.57
2015/08/05,217500,-1000,-0.46,62045,3.51,3430,1.58
2015/08/06,215500,-2000,-0.92,62045,3.47,3430,1.59
2015/08/07,220500,5000,2.32,62045,3.55,3430,1.56
2015/08/10,212000,-8500,-3.85,62045,3.42,3430,1.62
2015/08/11,211000,-1000,-0.47,62045,3.4,3430,1.63
2015/08/12,215000,4000,1.9,62045,3.47,3430,1.6
2015/08/13,215000,0,0.0,62045,3.47,3430,1.6
2015/08/17,215000,0,0.0,62045,3.47,3430,1.6
2015/08/18,214500,-500,-0.23,62045,3.46,3430,1.6
2015/08/19,209000,-5500,-2.56,62045,3.37,3430,1.64
2015/08/20,213500,4500,2.15,62045,3.44,3430,1.61
2015/08/21,205500,-8000,-3.75,62045,3.31,3430,1.67
2015/08/24,209000,3500,1.7,62045,3.37,3430,1.64
2015/08/25,206500,-2500,-1.2,62045,3.33,3430,1.66
2015/08/26,216500,10000,4.84,62045,3.49,3430,1.58
2015/08/27,214500,-2000,-0.92,62045,3.46,3430,1.6
2015/08/28,218500,4000,1.86,62045,3.52,3430,1.57
2015/08/31,218500,0,0.0,62045,3.52,3430,1.57
2015/09/01,200500,-18000,-8.24,62045,3.23,3430,1.71
2015/09/02,201500,1000,0.5,62045,3.25,3430,1.7
2015/09/03,190500,-11000,-5.46,62045,3.07,3430,1.8
2015/09/04,185500,-5000,-2.62,62045,2.99,3430,1.85
2015/09/07,192000,6500,3.5,62045,3.09,3430,1.79
2015/09/08,188500,-3500,-1.82,62045,3.04,3430,1.82
2015/09/09,194000,5500,2.92,62045,3.13,3430,1.77
2015/09/10,194000,0,0.0,62045,3.13,3430,1.77
2015/09/11,195000,1000,0.52,62045,3.14,3430,1.76
2015/09/14,196000,1000,0.51,62045,3.16,3430,1.75
2015/09/15,192000,-4000,-2.04,62045,3.09,3430,1.79
2015/09/16,191000,-1000,-0.52,62045,3.08,3430,1.8
2015/09/17,188500,-2500,-1.31,62045,3.04,3430,1.82
2015/09/18,192500,4000,2.12,62045,3.1,3430,1.78
2015/09/21,190500,-2000,-1.04,62045,3.07,3430,1.8
2015/09/22,189000,-1500,-0.79,62045,3.05,3430,1.81
2015/09/23,183000,-6000,-3.17,62045,2.95,3430,1.87
2015/09/24,189500,6500,3.55,62045,3.05,3430,1.81
2015/09/25,190500,1000,0.53,62045,3.07,3430,1.8
2015/09/30,189000,-1500,-0.79,62045,3.05,3430,1.81
2015/10/01,195000,6000,3.17,62045,3.14,3430,1.76
2015/10/02,193500,-1500,-0.77,62045,3.12,3430,1.77
2015/10/05,194000,500,0.26,62045,3.13,3430,1.77
2015/10/06,192500,-1500,-0.77,62045,3.1,3430,1.78
2015/10/07,190500,-2000,-1.04,62045,3.07,3430,1.8
2015/10/08,195000,4500,2.36,62045,3.14,3430,1.76
2015/10/12,193500,-1500,-0.77,62045,3.12,3430,1.77
2015/10/13,194000,500,0.26,62045,3.13,3430,1.77
2015/10/14,198000,4000,2.06,62045,3.19,3430,1.73
2015/10/15,196500,-1500,-0.76,62045,3.17,3430,1.75
2015/10/16,196500,0,0.0,62045,3.17,3430,1.75
2015/10/19,194000,-2500,-1.27,62045,3.13,3430,1.77
2015/10/20,193000,-1000,-0.52,62045,3.11,3430,1.78
2015/10/21,183500,-9500,-4.92,62045,2.96,3430,1.87
2015/10/22,182000,-1500,-0.82,62045,2.93,3430,1.88
2015/10/23,188500,6500,3.57,62045,3.04,3430,1.82
2015/10/26,189500,1000,0.53,62045,3.05,3430,1.81
2015/10/27,186500,-3000,-1.58,62045,3.01,3430,1.84
