date,close,action
2022-05-27,42100,1
2022-05-31,43300,1
2022-06-02,41950,1
2022-06-03,42100,1
2022-06-07,42150,1
2022-06-08,42750,1
2022-06-09,41950,1
2022-06-10,42500,1
2022-06-13,40500,1
2022-06-14,41150,1
2022-06-15,41400,1
2022-06-16,40350,0
2022-06-17,40150,0
2022-06-21,39350,0
2022-06-22,37550,0
2022-06-23,35600,0
2022-06-24,37300,0
2022-06-27,38100,1
2022-06-28,39450,1
2022-06-29,39700,1
2022-06-30,41350,1
2022-07-01,41700,1
2022-07-05,40500,1
2022-07-06,38250,1
2022-07-07,39200,1
2022-07-08,39550,1
2022-07-11,38600,1
2022-07-12,38200,1
2022-07-13,38100,1
2022-07-14,37600,1
2022-07-15,37000,1
2022-07-18,38750,1
2022-07-19,38950,1
2022-07-20,38850,1
2022-07-21,39200,1
2022-07-22,39750,1
2022-07-25,40400,1
2022-07-26,41750,1
2022-07-27,41900,1
2022-07-28,41550,1
2022-07-29,42150,1
2022-08-01,42250,1
2022-08-02,42300,1
2022-08-03,42050,1
2022-08-04,41750,1
2022-08-05,42150,1
2022-08-08,42650,1
2022-08-09,43100,1
2022-08-10,46350,1
2022-08-11,46400,1
2022-08-12,48050,1
2022-08-16,46800,1
2022-08-17,46650,1
2022-08-18,46400,1
2022-08-19,46050,1
2022-08-22,46050,1
2022-08-23,45600,1
2022-08-24,46650,1
2022-08-25,47000,1
2022-08-26,48900,1
2022-08-29,47800,1
2022-08-30,47650,1
2022-08-31,48200,1
2022-09-01,45650,1
2022-09-02,45050,1
2022-09-06,44650,1
2022-09-07,44000,1
2022-09-08,43500,1
2022-09-13,44400,1
2022-09-14,43050,1
2022-09-15,44550,1
2022-09-16,44100,1
2022-09-19,43300,1
2022-09-20,44350,1
2022-09-21,43650,1
2022-09-22,42850,1
2022-09-23,41750,1
2022-09-26,39050,0
2022-09-27,39600,1
2022-09-28,38150,1
2022-09-29,37850,1
2022-09-30,37500,1
2022-10-04,38700,1
2022-10-05,38950,1
2022-10-06,38650,1
2022-10-07,39200,1
2022-10-11,36750,0
2022-10-12,37350,0
2022-10-13,35800,0
2022-10-14,37850,0
2022-10-17,35150,1
2022-10-18,37300,1
2022-10-19,35700,1
2022-10-20,36450,0
2022-10-21,34150,0
2022-10-24,34950,0
2022-10-25,34000,0
2022-10-26,34000,0
2022-10-27,35450,0
2022-10-28,35100,0
2022-10-31,34900,0
2022-11-01,37250,0
2022-11-02,37050,0
2022-11-03,38450,0
2022-11-04,38200,0
2022-11-07,39500,0
2022-11-08,39800,0
2022-11-09,40750,0
2022-11-10,40500,0
2022-11-11,43050,1
2022-11-14,43550,1
2022-11-15,42650,1
2022-11-16,42650,1
2022-11-17,40900,1
2022-11-18,41050,1
2022-11-21,39950,1
2022-11-22,40300,1
2022-11-23,40150,1
2022-11-25,40100,1
2022-11-28,39400,1
2022-11-29,40600,1
2022-11-30,41000,1
2022-12-01,41100,1
2022-12-02,39650,1
2022-12-05,39600,1
2022-12-06,38950,1
2022-12-07,38950,1
2022-12-08,38550,1
2022-12-09,38600,1
2022-12-12,36800,1
2022-12-13,36550,1
2022-12-14,37000,1
2022-12-15,36200,1
2022-12-16,35700,1
2022-12-19,35400,1
2022-12-20,35150,1
2022-12-21,35250,1
2022-12-22,35500,1
2022-12-23,34900,1
2022-12-27,36200,1
2022-12-28,35600,1
2022-12-29,34900,1
2023-01-03,34250,1
2023-01-04,35900,1
2023-01-05,35700,1
2023-01-06,37600,1
2023-01-09,37600,1
2023-01-10,38350,1
2023-01-11,37350,1
2023-01-12,37400,1
2023-01-13,37500,1
2023-01-17,36700,1
2023-01-18,36350,1
2023-01-19,36000,1
2023-01-20,38600,1
2023-01-25,37650,1
2023-01-26,38050,1
2023-01-27,38950,1
2023-01-30,38450,1
2023-01-31,38050,1
2023-02-01,37950,1
2023-02-02,37600,1
2023-02-03,37750,1
2023-02-06,36900,1
2023-02-07,36250,1
2023-02-08,36900,1
2023-02-09,36750,1
2023-02-10,37550,1
2023-02-13,37050,1
2023-02-14,37150,1
2023-02-15,36200,1
2023-02-16,36700,1
2023-02-17,37400,1
2023-02-21,39100,1
2023-02-22,38450,1
2023-02-23,39000,1
2023-02-24,38000,1
2023-02-27,37350,1
2023-02-28,36400,1
2023-03-02,36750,1
2023-03-03,36800,1
2023-03-06,36550,1
2023-03-07,36550,1
2023-03-08,35750,1
2023-03-09,36350,1
2023-03-10,36350,1
2023-03-13,36200,1
2023-03-14,35500,1
2023-03-15,37100,1
2023-03-16,36750,1
2023-03-17,36200,1
2023-03-20,37050,1
2023-03-21,36400,1
2023-03-22,36550,1
2023-03-23,35850,1
2023-03-24,35800,1
2023-03-27,35600,1
2023-03-28,35900,1
2023-03-29,35850,1
2023-03-30,36550,1
2023-03-31,36450,1
2023-04-03,37600,1
2023-04-04,37450,1
2023-04-05,37200,1
2023-04-06,38100,1
2023-04-10,38050,1
2023-04-11,38650,1
2023-04-12,39350,1
2023-04-13,39150,1
2023-04-14,39650,1
2023-04-17,39550,1
2023-04-18,39350,1
2023-04-19,39450,1
2023-04-20,39350,1
2023-04-21,41050,1
2023-04-24,40900,1
2023-04-25,40950,1
2023-04-26,40750,1
2023-04-27,40850,1
2023-04-28,41000,1
2023-05-02,40650,1
2023-05-03,40300,1
2023-05-04,40450,1
2023-05-08,41150,1
2023-05-09,40750,1
2023-05-10,40200,1
2023-05-11,40550,1
2023-05-12,39200,1
2023-05-15,39300,1
2023-05-16,39000,1
2023-05-17,38700,1
2023-05-18,38900,1
2023-05-19,39750,1
2023-05-22,40650,1
2023-05-23,40200,1
2023-05-24,40450,1
2023-05-25,40100,1
2023-05-26,39050,1
2023-05-30,39000,1
2023-05-31,38300,1
2023-06-01,37850,1
2023-06-02,38200,1
2023-06-05,39150,1
2023-06-07,39050,1
2023-06-08,39250,1
2023-06-09,39300,1
2023-06-12,38950,1
2023-06-13,39400,1
2023-06-14,38450,1
2023-06-15,38300,1
2023-06-16,38600,1
2023-06-20,39600,1
2023-06-21,39400,1
2023-06-22,40100,1
2023-06-23,38400,1
2023-06-26,40800,1
2023-06-27,39100,1
2023-06-28,38500,1
2023-06-29,37750,1
2023-06-30,38100,1
2023-07-03,38750,1
2023-07-05,36850,1
2023-07-06,35450,1
2023-07-07,34650,1
2023-07-10,35850,1
2023-07-11,36500,1
2023-07-12,36600,1
2023-07-13,36950,1
2023-07-14,37500,1
2023-07-17,39000,1
2023-07-18,37500,1
2023-07-19,37450,1
2023-07-20,37400,1
2023-07-21,37700,1
2023-07-24,37800,1
2023-07-25,37750,1
2023-07-26,36150,1
2023-07-27,37250,1
2023-07-28,37000,1
2023-07-31,37400,1
2023-08-01,37800,1
2023-08-02,36850,1
2023-08-03,36650,1
2023-08-04,36500,1
2023-08-07,36050,1
2023-08-08,35500,1
2023-08-09,35650,1
2023-08-10,35600,1
2023-08-11,36100,1
2023-08-14,35750,1
2023-08-16,34950,1
2023-08-17,35050,1
2023-08-18,34700,1
2023-08-21,34100,1
2023-08-22,34100,1
2023-08-23,34250,1
2023-08-24,34100,1
2023-08-25,33500,1
2023-08-28,36150,1
2023-08-29,35800,1
2023-08-30,35800,1
2023-08-31,35500,1
2023-09-01,35600,1
2023-09-05,36050,1
2023-09-06,35450,1
2023-09-07,35300,1
2023-09-08,35900,1
2023-09-11,36350,1
2023-09-12,35400,1
2023-09-13,35950,1
2023-09-14,36550,1
2023-09-15,37300,1
2023-09-18,37300,1
2023-09-19,37450,1
2023-09-20,37400,1
2023-09-21,36900,1
2023-09-22,36450,1
2023-09-25,36600,1
2023-09-26,35600,1
2023-09-27,36250,1
2023-10-04,35750,1
2023-10-05,36050,1
2023-10-06,35750,1
2023-10-10,35800,1
2023-10-11,35650,1
2023-10-12,36650,1
2023-10-13,35750,1
2023-10-16,36400,1
2023-10-17,36600,1
2023-10-18,36950,1
2023-10-19,36300,1
2023-10-20,37450,1
2023-10-23,34500,1
