date,close,action
2022-09-14,239500,0
2022-09-15,235000,0
2022-09-16,230500,0
2022-09-19,231000,0
2022-09-20,239500,2
2022-09-21,238000,0
2022-09-22,235500,0
2022-09-23,236000,0
2022-09-26,224500,0
2022-09-27,229000,0
2022-09-28,228000,0
2022-09-29,219500,0
2022-09-30,211000,0
2022-10-04,222500,0
2022-10-05,223000,0
2022-10-06,224000,0
2022-10-07,226500,0
2022-10-11,230000,0
2022-10-12,236500,0
2022-10-13,237500,0
2022-10-14,246000,0
2022-10-17,247500,0
2022-10-18,250000,0
2022-10-19,255000,2
2022-10-20,252000,2
2022-10-21,249000,2
2022-10-24,248000,0
2022-10-25,239500,2
2022-10-26,237000,2
2022-10-27,249000,2
2022-10-28,247000,2
2022-10-31,249000,0
2022-11-01,254500,2
2022-11-02,258500,0
2022-11-03,258000,2
2022-11-04,256000,0
2022-11-07,276500,0
2022-11-08,273000,0
2022-11-09,283500,0
2022-11-10,281000,0
2022-11-11,285500,0
2022-11-14,294500,2
2022-11-15,291500,0
2022-11-16,288000,2
2022-11-17,284000,2
2022-11-18,289500,2
2022-11-21,288500,0
2022-11-22,292500,0
2022-11-23,289500,2
2022-11-25,295500,0
2022-11-28,294000,2
2022-11-29,293500,0
2022-11-30,299500,2
2022-12-01,301000,0
2022-12-02,295000,0
2022-12-05,293500,0
2022-12-06,286500,2
2022-12-07,290000,2
2022-12-08,286500,2
2022-12-09,284000,2
2022-12-12,283000,2
2022-12-13,286500,2
2022-12-14,286000,0
2022-12-15,283500,2
2022-12-16,279000,2
2022-12-19,281500,0
2022-12-20,281000,0
2022-12-21,287500,0
2022-12-22,289500,0
2022-12-23,288500,0
2022-12-27,292000,0
2022-12-28,291000,0
2022-12-29,276500,2
2023-01-03,272000,2
2023-01-04,274500,2
2023-01-05,278500,0
2023-01-06,286000,0
2023-01-09,289000,0
2023-01-10,291000,0
2023-01-11,292000,0
2023-01-12,291000,0
2023-01-13,305000,0
2023-01-17,305500,0
2023-01-18,300000,0
2023-01-19,300500,0
2023-01-20,308500,0
2023-01-25,303000,0
2023-01-26,314000,0
2023-01-27,311500,0
2023-01-30,303500,0
2023-01-31,300500,2
2023-02-01,303500,0
2023-02-02,303500,0
2023-02-03,303000,0
2023-02-06,298000,0
2023-02-07,298500,0
2023-02-08,298000,2
2023-02-09,306000,0
2023-02-10,300000,0
2023-02-13,304500,0
2023-02-14,307000,0
2023-02-15,325500,0
2023-02-16,329000,0
2023-02-17,334000,0
2023-02-21,346000,0
2023-02-22,332000,2
2023-02-23,331500,2
2023-02-24,322000,2
2023-02-27,319000,2
2023-02-28,318000,2
2023-03-02,337000,2
2023-03-03,332000,0
2023-03-06,329500,0
2023-03-07,335000,2
2023-03-08,329000,0
2023-03-09,322500,1
2023-03-10,320500,1
2023-03-13,327000,0
2023-03-14,316000,2
2023-03-15,326500,0
2023-03-16,323000,0
2023-03-17,321000,0
2023-03-20,319000,2
2023-03-21,319000,2
2023-03-22,330000,2
2023-03-23,329000,0
2023-03-24,322000,2
2023-03-27,332000,0
2023-03-28,339000,0
2023-03-29,341000,0
2023-03-30,339500,0
2023-03-31,368000,0
2023-04-03,392000,0
2023-04-04,367000,2
2023-04-05,373500,2
2023-04-06,362500,2
2023-04-10,398500,2
2023-04-11,397000,2
2023-04-12,406500,2
2023-04-13,391500,1
2023-04-14,416000,2
2023-04-17,423500,2
2023-04-18,414500,1
2023-04-19,412000,1
2023-04-20,409500,1
2023-04-21,396000,1
2023-04-24,398500,1
2023-04-25,379500,1
2023-04-26,371500,1
2023-04-27,387000,0
2023-04-28,377000,0
2023-05-02,382000,2
2023-05-03,380000,2
2023-05-04,379000,0
2023-05-08,367500,2
2023-05-09,372000,2
2023-05-10,366000,2
2023-05-11,362500,0
2023-05-12,363500,2
2023-05-15,368000,2
2023-05-16,370500,2
2023-05-17,370000,2
2023-05-18,373000,0
2023-05-19,364500,2
2023-05-22,369000,0
2023-05-23,377000,2
2023-05-24,371000,0
2023-05-25,365000,2
2023-05-26,360500,2
2023-05-30,363000,2
2023-05-31,360000,2
2023-06-01,361000,2
2023-06-02,376500,0
2023-06-05,387500,0
2023-06-07,388500,0
2023-06-08,388000,0
2023-06-09,394000,2
2023-06-12,391500,2
2023-06-13,389500,2
2023-06-14,391500,2
2023-06-15,386000,2
2023-06-16,393000,2
2023-06-20,386000,2
2023-06-21,382500,2
2023-06-22,396000,2
2023-06-23,392000,0
2023-06-26,400000,0
2023-06-27,403500,0
2023-06-28,389500,2
2023-06-29,387500,2
2023-06-30,388000,2
2023-07-03,402000,0
2023-07-05,403000,0
2023-07-06,394000,2
2023-07-07,400000,0
2023-07-10,397000,2
2023-07-11,394500,2
2023-07-12,417500,0
2023-07-13,431500,0
2023-07-14,447000,0
2023-07-17,478000,0
2023-07-18,488000,2
2023-07-19,499500,2
2023-07-20,497500,2
2023-07-21,551000,2
2023-07-24,642000,1
2023-07-25,658000,1
2023-07-26,630000,0
2023-07-27,594000,1
2023-07-28,619000,1
2023-07-31,642000,1
2023-08-01,621000,1
2023-08-02,585000,0
2023-08-03,592000,0
2023-08-04,594000,0
2023-08-07,561000,2
2023-08-08,597000,0
2023-08-09,597000,1
2023-08-10,598000,1
2023-08-11,577000,1
2023-08-14,577000,0
2023-08-16,546000,1
2023-08-17,553000,2
2023-08-18,549000,2
2023-08-21,551000,0
2023-08-22,560000,2
2023-08-23,551000,2
2023-08-24,579000,0
2023-08-25,577000,2
2023-08-28,593000,0
2023-08-29,583000,2
2023-08-30,580000,0
2023-08-31,579000,2
2023-09-01,560000,2
2023-09-05,597000,2
2023-09-06,580000,0
2023-09-07,568000,2
2023-09-08,583000,2
2023-09-11,570000,2
2023-09-12,546000,2
2023-09-13,529000,1
2023-09-14,553000,2
2023-09-15,584000,0
2023-09-18,603000,2
2023-09-19,593000,0
2023-09-20,594000,0
2023-09-21,577000,2
2023-09-22,569000,2
2023-09-25,539000,1
2023-09-26,533000,2
2023-09-27,535000,2
2023-10-04,511000,2
2023-10-05,511000,2
2023-10-06,514000,2
2023-10-10,493000,2
2023-10-11,507000,2
2023-10-12,518000,0
2023-10-13,512000,0
2023-10-16,507000,0
2023-10-17,503000,0
2023-10-18,500000,0
2023-10-19,477000,2
2023-10-20,453000,2
2023-10-23,453000,2
