date,close,action
2022-05-23,67900,2
2022-05-24,66500,2
2022-05-25,66400,1
2022-05-26,65900,1
2022-05-27,66500,1
2022-05-30,67700,1
2022-05-31,67400,2
2022-06-02,66700,2
2022-06-03,66800,1
2022-06-07,65500,2
2022-06-08,65300,2
2022-06-09,65200,2
2022-06-10,63800,1
2022-06-13,62100,2
2022-06-14,61900,2
2022-06-15,60700,2
2022-06-16,60900,2
2022-06-17,59800,2
2022-06-20,58700,2
2022-06-21,58500,2
2022-06-22,57600,2
2022-06-23,57400,2
2022-06-24,58400,2
2022-06-27,58800,2
2022-06-28,59400,2
2022-06-29,58000,2
2022-06-30,57000,2
2022-07-01,56200,2
2022-07-04,57100,0
2022-07-05,57200,2
2022-07-06,56400,2
2022-07-07,58200,2
2022-07-08,58700,2
2022-07-11,58800,2
2022-07-12,58100,2
2022-07-13,58000,1
2022-07-14,57500,2
2022-07-15,60000,1
2022-07-18,61900,1
2022-07-19,60900,1
2022-07-20,60500,1
2022-07-21,61800,2
2022-07-22,61300,2
2022-07-25,61100,2
2022-07-26,61700,1
2022-07-27,61800,1
2022-07-28,61900,2
2022-07-29,61400,1
2022-08-01,61300,1
2022-08-02,61700,1
2022-08-03,61300,1
2022-08-04,61500,2
2022-08-05,61500,2
2022-08-08,60800,1
2022-08-09,60000,1
2022-08-10,59100,1
2022-08-11,59900,1
2022-08-12,60200,1
2022-08-16,61000,2
2022-08-17,60400,2
2022-08-18,61500,1
2022-08-19,60900,2
2022-08-22,60000,1
2022-08-23,59100,1
2022-08-24,59000,1
2022-08-25,59700,1
2022-08-26,60000,2
2022-08-29,58600,2
2022-08-30,58800,2
2022-08-31,59700,2
2022-09-01,58400,2
2022-09-02,57500,2
2022-09-05,57100,0
2022-09-06,57100,2
2022-09-07,56000,2
2022-09-08,55600,2
2022-09-13,58100,2
2022-09-14,56800,2
2022-09-15,56000,2
2022-09-16,56200,2
2022-09-19,56400,1
2022-09-20,55800,0
2022-09-21,55300,1
2022-09-22,54400,0
2022-09-23,54500,2
2022-09-26,53900,2
2022-09-27,54200,2
2022-09-28,52900,0
2022-09-29,52600,0
2022-09-30,53100,0
2022-10-04,55200,2
2022-10-05,56000,0
2022-10-06,56300,1
2022-10-07,56200,1
2022-10-11,55400,2
2022-10-12,55800,1
2022-10-13,55200,2
2022-10-14,56300,1
2022-10-17,56600,2
2022-10-18,56500,1
2022-10-19,55800,2
2022-10-20,55500,1
2022-10-21,55900,1
2022-10-24,57500,1
2022-10-25,57700,1
2022-10-26,59400,2
2022-10-27,59500,1
2022-10-28,57300,1
2022-10-31,59400,1
2022-11-01,60000,1
2022-11-02,59600,1
2022-11-03,59200,2
2022-11-04,59400,1
2022-11-07,60200,1
2022-11-08,61800,1
2022-11-09,62000,1
2022-11-10,60400,1
2022-11-11,62900,1
2022-11-14,61900,2
2022-11-15,62400,1
2022-11-16,62700,1
2022-11-17,61400,1
2022-11-18,61800,1
2022-11-21,61400,2
2022-11-22,60600,1
2022-11-23,61000,1
2022-11-24,61400,1
2022-11-25,61000,2
2022-11-28,60100,1
2022-11-29,60600,1
2022-11-30,62200,1
2022-12-01,62600,2
2022-12-02,60400,1
2022-12-05,60300,1
2022-12-06,59200,2
2022-12-07,58900,1
2022-12-08,59200,2
2022-12-09,60400,1
2022-12-12,59500,2
2022-12-13,59700,2
2022-12-14,60500,2
2022-12-15,59300,2
2022-12-16,59500,1
2022-12-19,59500,1
2022-12-20,58600,1
2022-12-21,58000,2
2022-12-22,59100,1
2022-12-23,58100,1
2022-12-26,57900,1
2022-12-27,58100,1
2022-12-28,56600,2
2022-12-29,55300,0
2023-01-02,55500,2
2023-01-03,55400,0
2023-01-04,57800,2
2023-01-05,58200,2
2023-01-06,59000,1
2023-01-09,60700,2
2023-01-10,60400,2
2023-01-11,60500,2
2023-01-12,60500,2
2023-01-13,60800,1
2023-01-16,61100,1
2023-01-17,61000,1
2023-01-18,60400,1
2023-01-19,61500,1
2023-01-20,61800,2
2023-01-25,63400,2
2023-01-26,63900,2
2023-01-27,64600,1
2023-01-30,63300,1
2023-01-31,61000,1
2023-02-01,61800,1
2023-02-02,63500,1
2023-02-03,63800,2
2023-02-06,61600,2
2023-02-07,61900,1
2023-02-08,63100,2
2023-02-09,63000,2
2023-02-10,62800,2
2023-02-13,62900,1
2023-02-14,63200,1
2023-02-15,62200,2
2023-02-16,63700,1
2023-02-17,62600,1
2023-02-20,62700,1
2023-02-21,62100,2
2023-02-22,61100,2
2023-02-23,62000,2
2023-02-24,61300,1
2023-02-27,60500,1
2023-02-28,60600,2
2023-03-02,60800,1
2023-03-03,60500,2
2023-03-06,61500,1
2023-03-07,60700,2
2023-03-08,60300,1
2023-03-09,60100,2
2023-03-10,59500,1
2023-03-13,60000,2
2023-03-14,59000,2
2023-03-15,59800,1
2023-03-16,59900,2
2023-03-17,61300,2
2023-03-20,60200,2
2023-03-21,60300,1
2023-03-22,61100,2
2023-03-23,62300,2
2023-03-24,63000,2
2023-03-27,62100,2
2023-03-28,62900,1
2023-03-29,62700,2
2023-03-30,63200,2
2023-03-31,64000,1
2023-04-03,63100,1
2023-04-04,63600,1
2023-04-05,63900,2
2023-04-06,62300,1
2023-04-07,65000,1
2023-04-10,65700,1
2023-04-11,65900,2
2023-04-12,66000,1
2023-04-13,66100,1
2023-04-14,65100,1
2023-04-17,65300,1
2023-04-18,65600,1
2023-04-19,65500,1
2023-04-20,65300,1
2023-04-21,65700,1
2023-04-24,65200,1
2023-04-25,63600,1
2023-04-26,64100,1
2023-04-27,64600,1
2023-04-28,65500,2
2023-05-02,65700,0
2023-05-03,65400,1
2023-05-04,65100,2
2023-05-08,65900,0
2023-05-09,65300,2
2023-05-10,64600,0
2023-05-11,64200,0
2023-05-12,64100,2
2023-05-15,64500,2
2023-05-16,65400,2
2023-05-17,65000,2
2023-05-18,66200,1
2023-05-19,68400,1
2023-05-22,68500,0
2023-05-23,68400,0
2023-05-24,68500,2
2023-05-25,68800,1
2023-05-26,70300,1
2023-05-30,72300,1
2023-05-31,71400,1
2023-06-01,70900,1
2023-06-02,72200,2
2023-06-05,71700,1
2023-06-07,71000,1
2023-06-08,70900,1
2023-06-09,72000,1
2023-06-12,71000,1
2023-06-13,72000,1
2023-06-14,71900,1
2023-06-15,71500,1
2023-06-16,71800,1
2023-06-19,71200,1
2023-06-20,71400,1
2023-06-21,70500,1
2023-06-22,71300,1
2023-06-23,71600,1
2023-06-26,72400,1
2023-06-27,72600,1
2023-06-28,72700,1
2023-06-29,72400,1
2023-06-30,72200,1
2023-07-03,73000,1
2023-07-04,73000,1
2023-07-05,72000,1
2023-07-06,71600,1
2023-07-07,69900,1
2023-07-10,69500,1
2023-07-11,71500,1
2023-07-12,71900,1
2023-07-13,71900,1
2023-07-14,73400,1
2023-07-17,73300,1
2023-07-18,72000,1
2023-07-19,71700,1
2023-07-20,71000,1
2023-07-21,70300,1
2023-07-24,70400,1
2023-07-25,70000,1
2023-07-26,69800,2
2023-07-27,71700,1
2023-07-28,70600,1
2023-07-31,69800,1
2023-08-01,71100,1
2023-08-02,69900,1
2023-08-03,68800,0
2023-08-04,68300,1
2023-08-07,68500,1
2023-08-08,67600,0
2023-08-09,68900,1
2023-08-10,68000,0
2023-08-11,67500,0
2023-08-14,67300,1
2023-08-16,67000,1
2023-08-17,66700,0
2023-08-18,66300,0
2023-08-21,66600,1
2023-08-22,66600,0
2023-08-23,67100,1
2023-08-24,68200,1
2023-08-25,67100,1
2023-08-28,66800,1
2023-08-29,66800,1
2023-08-30,67100,1
2023-08-31,66900,1
2023-09-01,71000,1
2023-09-04,71200,1
2023-09-05,70700,1
2023-09-06,70000,1
2023-09-07,70400,1
2023-09-08,70300,1
2023-09-11,70800,1
2023-09-12,70500,1
2023-09-13,70900,1
2023-09-14,71700,1
2023-09-15,72000,2
2023-09-18,70200,1
2023-09-19,69800,1
2023-09-20,69600,1
2023-09-21,68900,1
2023-09-22,68800,1
2023-09-25,69400,1
2023-09-26,68600,2
2023-09-27,68400,1
2023-10-04,67500,0
2023-10-05,66700,0
2023-10-06,66000,1
2023-10-10,66400,0
2023-10-11,68200,0
2023-10-12,68900,1
2023-10-13,68000,1
2023-10-16,67300,1
2023-10-17,69400,1
2023-10-18,70500,1
2023-10-19,69500,1
2023-10-20,68800,1
2023-10-23,68400,1
2023-10-24,68500,1
