Date,Close,대비,등락률,BPS,PBR,주당배당금,배당수익률
2022/03/17,48300,-900,-1.83,57894,0.83,600,1.24
2022/03/18,48450,150,0.31,57894,0.84,600,1.24
2022/03/21,47500,-950,-1.96,57894,0.82,600,1.26
2022/03/22,48250,750,1.58,57894,0.83,600,1.24
2022/03/23,48550,300,0.62,57894,0.84,600,1.24
2022/03/24,48100,-450,-0.93,57894,0.83,600,1.25
2022/03/25,47800,-300,-0.62,57894,0.83,600,1.26
2022/03/28,48050,250,0.52,57894,0.83,600,1.25
2022/03/29,47250,-800,-1.66,57894,0.82,600,1.27
2022/03/30,47200,-50,-0.11,57894,0.82,600,1.27
2022/03/31,47900,700,1.48,57894,0.83,600,1.25
2022/04/01,47450,-450,-0.94,57894,0.82,600,1.26
2022/04/04,46050,-1400,-2.95,57894,0.8,600,1.3
2022/04/05,46350,300,0.65,57894,0.8,600,1.29
2022/04/06,45700,-650,-1.4,57894,0.79,600,1.31
2022/04/07,44500,-1200,-2.63,57894,0.77,600,1.35
2022/04/08,44950,450,1.01,57894,0.78,600,1.33
2022/04/11,45050,100,0.22,57894,0.78,600,1.33
